
Iteration 1 | Loss 0.17329 | Acc 0.6250
Iteration 2022 | Loss 0.00074 | Acc 1.0000
Iteration 2023 | Loss 0.00060 | Acc 1.0000
Iteration 2024 | Loss 0.00073 | Acc 1.0000
Iteration 2025 | Loss 0.00074 | Acc 1.0000
Iteration 2026 | Loss 0.00057 | Acc 1.0000
Iteration 2027 | Loss 0.01162 | Acc 0.9375
Iteration 2028 | Loss 0.00057 | Acc 1.0000
Iteration 2029 | Loss 0.00182 | Acc 1.0000
Iteration 2030 | Loss 0.00079 | Acc 1.0000
Iteration 2031 | Loss 0.00066 | Acc 1.0000
Iteration 2032 | Loss 0.00103 | Acc 1.0000
Iteration 2033 | Loss 0.00064 | Acc 1.0000
Iteration 2034 | Loss 0.00060 | Acc 1.0000
Iteration 2035 | Loss 0.00148 | Acc 1.0000
Iteration 2036 | Loss 0.00085 | Acc 1.0000
Iteration 2037 | Loss 0.00057 | Acc 1.0000
Iteration 2038 | Loss 0.00080 | Acc 1.0000
Iteration 2039 | Loss 0.00064 | Acc 1.0000
Iteration 2040 | Loss 0.00125 | Acc 1.0000
Iteration 2041 | Loss 0.00313 | Acc 1.0000
Iteration 2042 | Loss 0.00066 | Acc 1.0000
Iteration 2043 | Loss 0.00073 | Acc 1.0000
Iteration 2044 | Loss 0.00110 | Acc 1.0000
Iteration 2045 | Loss 0.00069 | Acc 1.0000
Iteration 2046 | Loss 0.00059 | Acc 1.0000
Iteration 2047 | Loss 0.00124 | Acc 1.0000
Iteration 2048 | Loss 0.00274 | Acc 1.0000
Iteration 2049 | Loss 0.00089 | Acc 1.0000
Iteration 2050 | Loss 0.00907 | Acc 1.0000
Iteration 2051 | Loss 0.00088 | Acc 1.0000
Iteration 2052 | Loss 0.00143 | Acc 1.0000
Iteration 2053 | Loss 0.01333 | Acc 0.9375
Iteration 2054 | Loss 0.00087 | Acc 1.0000
Iteration 2055 | Loss 0.00065 | Acc 1.0000
Iteration 2056 | Loss 0.00108 | Acc 1.0000
Iteration 2057 | Loss 0.00488 | Acc 1.0000
Iteration 2058 | Loss 0.00053 | Acc 1.0000
Iteration 2059 | Loss 0.00053 | Acc 1.0000
Iteration 2060 | Loss 0.00101 | Acc 1.0000
Iteration 2061 | Loss 0.00045 | Acc 1.0000
Iteration 2062 | Loss 0.00101 | Acc 1.0000
Iteration 2063 | Loss 0.00057 | Acc 1.0000
Iteration 2064 | Loss 0.00157 | Acc 1.0000
Iteration 2065 | Loss 0.00068 | Acc 1.0000
Iteration 2066 | Loss 0.00303 | Acc 1.0000
Iteration 2067 | Loss 0.00124 | Acc 1.0000
Iteration 2068 | Loss 0.00048 | Acc 1.0000
Iteration 2069 | Loss 0.00163 | Acc 1.0000
Iteration 2070 | Loss 0.00057 | Acc 1.0000
Iteration 2071 | Loss 0.00065 | Acc 1.0000
Iteration 2072 | Loss 0.00424 | Acc 1.0000
Iteration 2073 | Loss 0.00520 | Acc 1.0000
Iteration 2074 | Loss 0.00159 | Acc 1.0000
Iteration 2075 | Loss 0.00085 | Acc 1.0000
Iteration 2076 | Loss 0.00046 | Acc 1.0000
Iteration 2077 | Loss 0.00081 | Acc 1.0000
Iteration 2078 | Loss 0.00163 | Acc 1.0000
Iteration 2079 | Loss 0.00044 | Acc 1.0000
Iteration 2080 | Loss 0.00522 | Acc 1.0000
Iteration 2081 | Loss 0.00058 | Acc 1.0000
Iteration 2082 | Loss 0.00039 | Acc 1.0000
Iteration 2083 | Loss 0.00078 | Acc 1.0000
Iteration 2084 | Loss 0.00065 | Acc 1.0000
Iteration 2085 | Loss 0.00046 | Acc 1.0000
Iteration 2086 | Loss 0.00078 | Acc 1.0000
Iteration 2087 | Loss 0.00086 | Acc 1.0000
Iteration 2088 | Loss 0.00254 | Acc 1.0000
Iteration 2089 | Loss 0.00102 | Acc 1.0000
Iteration 2090 | Loss 0.00068 | Acc 1.0000
Iteration 2091 | Loss 0.00050 | Acc 1.0000
Iteration 2092 | Loss 0.00090 | Acc 1.0000
Iteration 2093 | Loss 0.00104 | Acc 1.0000
Iteration 2094 | Loss 0.00079 | Acc 1.0000
Iteration 2095 | Loss 0.00517 | Acc 1.0000
Iteration 2096 | Loss 0.00876 | Acc 1.0000
Iteration 2097 | Loss 0.00116 | Acc 1.0000
Iteration 2098 | Loss 0.01500 | Acc 0.9375
Iteration 2099 | Loss 0.00040 | Acc 1.0000
Iteration 2100 | Loss 0.00174 | Acc 1.0000
Iteration 2101 | Loss 0.00039 | Acc 1.0000
Iteration 2102 | Loss 0.00106 | Acc 1.0000
Iteration 2103 | Loss 0.00130 | Acc 1.0000
Iteration 2104 | Loss 0.00058 | Acc 1.0000
Iteration 2105 | Loss 0.00141 | Acc 1.0000
Iteration 2106 | Loss 0.00036 | Acc 1.0000
Iteration 2107 | Loss 0.00040 | Acc 1.0000
Iteration 2108 | Loss 0.00039 | Acc 1.0000
Iteration 2109 | Loss 0.00054 | Acc 1.0000
Iteration 2110 | Loss 0.00097 | Acc 1.0000
Iteration 2111 | Loss 0.00046 | Acc 1.0000
Iteration 2112 | Loss 0.00452 | Acc 1.0000
Iteration 2113 | Loss 0.00038 | Acc 1.0000
Iteration 2114 | Loss 0.00035 | Acc 1.0000
Iteration 2115 | Loss 0.00115 | Acc 1.0000
Iteration 2116 | Loss 0.00042 | Acc 1.0000
Iteration 2117 | Loss 0.00268 | Acc 1.0000
Iteration 2118 | Loss 0.00043 | Acc 1.0000
Iteration 2119 | Loss 0.00084 | Acc 1.0000
Iteration 2120 | Loss 0.00051 | Acc 1.0000
Iteration 2121 | Loss 0.06733 | Acc 0.9375
Iteration 2122 | Loss 0.00074 | Acc 1.0000
Iteration 2123 | Loss 0.01398 | Acc 0.9375
Iteration 2124 | Loss 0.00595 | Acc 1.0000
Iteration 2125 | Loss 0.00149 | Acc 1.0000
Iteration 2126 | Loss 0.00871 | Acc 1.0000
Iteration 2127 | Loss 0.00086 | Acc 1.0000
Iteration 2128 | Loss 0.00117 | Acc 1.0000
Iteration 2129 | Loss 0.00044 | Acc 1.0000
Iteration 2130 | Loss 0.00063 | Acc 1.0000
Iteration 2131 | Loss 0.00043 | Acc 1.0000
Iteration 2132 | Loss 0.00047 | Acc 1.0000
Iteration 2133 | Loss 0.01301 | Acc 0.9375
Iteration 2134 | Loss 0.00050 | Acc 1.0000
Iteration 2135 | Loss 0.00053 | Acc 1.0000
Iteration 2136 | Loss 0.00046 | Acc 1.0000
Iteration 2137 | Loss 0.00065 | Acc 1.0000
Iteration 2138 | Loss 0.00124 | Acc 1.0000
Iteration 2139 | Loss 0.00056 | Acc 1.0000
Iteration 2140 | Loss 0.00406 | Acc 1.0000
Iteration 2141 | Loss 0.00066 | Acc 1.0000
Iteration 2142 | Loss 0.00217 | Acc 1.0000
Iteration 2143 | Loss 0.00044 | Acc 1.0000
Iteration 2144 | Loss 0.00073 | Acc 1.0000
Iteration 2145 | Loss 0.00040 | Acc 1.0000
Iteration 2146 | Loss 0.00056 | Acc 1.0000
Iteration 2147 | Loss 0.00082 | Acc 1.0000
Iteration 2148 | Loss 0.00056 | Acc 1.0000
Iteration 2149 | Loss 0.00066 | Acc 1.0000
Iteration 2150 | Loss 0.00028 | Acc 1.0000
Iteration 2151 | Loss 0.00036 | Acc 1.0000
Traceback (most recent call last):
  File "/home/linhaojia/liutao/train_reward/./train.py", line 122, in <module>
    for step, batch_data_package in enumerate(train_loader):
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 630, in __next__
    data = self._next_data()
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torch/utils/data/dataloader.py", line 674, in _next_data
    data = self._dataset_fetcher.fetch(index)  # may raise StopIteration
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torch/utils/data/_utils/fetch.py", line 51, in fetch
    data = [self.dataset[idx] for idx in possibly_batched_index]
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torch/utils/data/_utils/fetch.py", line 51, in <listcomp>
    data = [self.dataset[idx] for idx in possibly_batched_index]
  File "/home/linhaojia/liutao/train_reward/s2c_dataset.py", line 89, in __getitem__
    dict_item = self.handle_data(self.data[index])
  File "/home/linhaojia/liutao/train_reward/s2c_dataset.py", line 104, in handle_data
    complex_image = self.preprocess(complex_image)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torchvision/transforms/transforms.py", line 95, in __call__
    img = t(img)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torchvision/transforms/transforms.py", line 361, in forward
    return F.resize(img, self.size, self.interpolation, self.max_size, self.antialias)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torchvision/transforms/functional.py", line 490, in resize
    return F_pil.resize(img, size=output_size, interpolation=pil_interpolation)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/torchvision/transforms/_functional_pil.py", line 250, in resize
    return img.resize(tuple(size[::-1]), interpolation)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/PIL/Image.py", line 2164, in resize
    self.load()
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/PIL/ImageFile.py", line 271, in load
    s = read(self.decodermaxblock)
  File "/home/linhaojia/miniconda3/envs/refl/lib/python3.10/site-packages/PIL/PngImagePlugin.py", line 955, in load_read
    return self.fp.read(read_bytes)
KeyboardInterrupt
